交易日期,获取时间,沪市成交额(万元),深市成交额(万元),北交所成交额(万元),三市成交额(万元),三市成交额(亿元),沪市上涨家数,沪市下跌家数,深市上涨家数,深市下跌家数,北交所上涨家数,北交所下跌家数,三市上涨家数,三市下跌家数
2026-08-17,2026-08-17 23:07:55,111281856.00,127463864.00,1520430.75,240266150.75,24026.62,1777,491,2324,540,268.00,64.00,4369.00,1095.00
